"METRIC","SC","AC_5","Pw","Pr","Pj","Sb","Sw","Bf","Ce","La","He","Po","Bw","Mh","OH"
"BA",4,125,35.50,41.00,21.50,34.50,35.50,34.50,24.20,24.20,28.40,27.00,19.00,28.40,28.40
"BA",4,130,35.60,41.00,21.10,34.70,35.70,34.70,24.30,24.30,28.70,26.50,18.80,28.70,28.70
"BA",4,135,35.60,41.00,20.70,34.80,35.80,34.80,24.40,24.40,29.10,26.00,18.60,29.10,29.10
"BA",4,140,35.60,41.10,20.30,34.90,35.90,34.90,23.50,23.50,29.40,25.50,18.40,29.40,29.40
"BA",4,145,35.60,41.10,19.90,34.70,35.70,34.70,22.60,22.60,29.60,25.00,18.20,29.60,29.60
"BA",4,150,35.70,41.20,19.50,34.50,35.50,34.50,21.80,21.80,29.90,24.50,18.00,29.90,29.90
"BA",4,155,35.70,41.20,19.10,34.30,35.30,34.30,20.90,20.90,30.10,24.00,17.80,30.10,30.10
"BA",4,160,35.70,41.20,18.70,34.10,35.10,34.10,20.10,20.10,30.30,23.50,17.60,30.30,30.30
"BA",4,165,35.70,41.20,18.30,33.90,34.90,33.90,19.20,19.20,30.50,23.00,17.40,30.50,30.50
"BA",4,170,35.70,41.20,17.90,33.70,34.70,33.70,18.30,18.30,30.70,22.50,17.20,30.70,30.70
"BA",4,175,35.80,41.20,17.50,33.50,34.50,33.50,17.50,17.50,30.80,22.00,17.00,30.80,30.80
"BA",4,180,35.80,41.20,17.10,33.30,34.30,33.30,16.60,16.60,31.00,21.50,16.80,31.00,31.00
"BA",4,185,35.80,41.20,16.70,33.10,34.10,33.10,15.80,15.80,31.10,21.00,16.60,31.10,31.10
"BA",4,190,35.80,41.20,16.30,32.90,33.90,32.90,14.90,14.90,31.10,20.50,16.40,31.10,31.10
"BA",4,195,35.80,41.20,15.90,32.70,33.70,32.70,14.00,14.00,31.10,20.00,16.20,31.10,31.10
"BA",4,200,35.80,41.20,15.50,32.50,33.50,32.50,13.20,13.20,31.10,19.50,16.00,31.10,31.10
"BA",4,205,35.80,41.20,15.10,32.30,33.30,32.30,12.30,12.30,31.10,19.00,15.80,31.10,31.10
"BA",4,210,35.80,41.20,14.70,32.10,33.10,32.10,11.50,11.50,31.10,18.50,15.60,31.10,31.10
"BA",4,215,35.80,41.20,14.30,31.90,32.90,31.90,10.60,10.60,31.10,18.00,15.40,31.10,31.10
"BA",4,220,35.80,41.20,13.90,31.70,32.70,31.70,9.70,9.70,31.10,17.50,15.20,31.10,31.10
"BA",4,225,35.80,41.20,13.50,31.50,32.40,31.50,8.90,8.90,31.10,17.00,15.00,31.10,31.10
"BA",4,230,35.80,41.20,13.10,31.30,32.20,31.30,8.00,8.00,31.10,16.50,14.80,31.10,31.10
"BA",4,235,35.80,41.20,12.70,31.10,32.00,31.10,7.20,7.20,31.10,16.00,14.60,31.10,31.10
"BA",4,240,35.80,41.20,12.30,30.90,31.80,30.90,6.30,6.30,31.10,15.50,14.40,31.10,31.10
"BA",4,245,35.80,41.20,12.30,30.90,31.80,30.90,6.30,6.30,31.10,15.50,14.40,31.10,31.10
"BA",4,250,35.80,41.20,12.30,30.90,31.80,30.90,6.30,6.30,31.10,15.50,14.40,31.10,31.10
"CAI",0,5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"CAI",0,10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"CAI",0,15,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"CAI",0,20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"CAI",0,25,6.80,9.80,5.60,9.00,9.00,9.00,9.00,9.00,2.80,7.40,4.40,2.80,2.80
"CAI",0,30,7.80,10.40,5.00,8.60,8.60,8.60,8.60,8.60,3.00,8.00,5.20,3.00,3.00
"CAI",0,35,8.00,9.80,4.60,8.00,8.00,8.00,8.00,8.00,3.40,8.20,5.40,3.40,3.40
"CAI",0,40,8.00,8.00,4.20,7.40,7.40,7.40,7.40,7.40,3.60,8.00,5.20,3.60,3.60
"CAI",0,45,8.00,5.80,3.60,6.80,6.80,6.80,6.80,6.80,3.60,7.20,4.60,3.60,3.60
"CAI",0,50,7.40,4.80,2.80,6.00,6.00,6.00,6.00,6.00,3.60,6.80,4.00,3.60,3.60
"CAI",0,55,7.00,4.30,2.20,5.20,5.20,5.20,5.20,5.20,3.60,6.00,3.20,3.60,3.60
"CAI",0,60,6.40,3.60,1.80,4.60,4.60,4.60,4.60,4.60,3.40,5.20,2.80,3.40,3.40
"CAI",0,65,5.80,3.20,1.40,4.00,4.00,4.00,4.00,4.00,3.40,4.40,2.20,3.40,3.40
"CAI",0,70,4.80,2.80,1.00,3.60,3.60,3.60,3.60,3.60,3.40,3.60,1.80,3.40,3.40
"CAI",0,75,4.40,2.40,0.80,3.00,3.00,3.00,3.00,3.00,3.00,3.00,1.20,3.00,3.00
"CAI",0,80,3.80,2.00,0.60,2.80,2.80,2.80,2.80,2.80,3.00,2.40,0.80,3.00,3.00
"CAI",0,85,3.40,2.00,0.20,2.40,2.40,2.40,2.40,2.40,3.00,1.60,0.60,3.00,3.00
"CAI",0,90,3.20,1.60,0.20,2.00,2.00,2.00,2.00,2.00,2.80,1.20,0.20,2.80,2.80
"CAI",0,95,3.00,1.40,0.20,1.80,1.80,1.80,1.80,1.80,2.60,0.80,0.20,2.60,2.60
"CAI",0,100,2.80,1.20,0.00,1.60,1.60,1.60,1.60,1.60,2.40,0.60,0.20,2.40,2.40
"CAI",0,105,2.60,1.20,0.00,1.40,1.40,1.40,1.40,1.40,2.20,0.60,0.20,2.20,2.20
"CAI",0,110,2.40,1.00,0.00,1.00,1.00,1.00,1.00,1.00,2.00,0.60,0.20,2.00,2.00
"CAI",0,115,2.20,1.00,0.00,1.00,1.00,1.00,1.00,1.00,1.80,0.60,0.20,1.80,1.80
"CAI",0,120,2.20,1.00,0.00,1.00,1.00,1.00,1.00,1.00,1.80,0.60,0.00,1.80,1.80
"CAI",0,125,1.80,0.80,0.00,0.80,0.80,0.80,0.80,0.80,1.60,0.00,0.00,1.60,1.60
"CAI",0,130,1.80,0.80,0.00,0.60,0.60,0.60,0.60,0.60,1.40,0.00,0.00,1.40,1.40
"CAI",0,135,1.40,0.80,0.00,0.60,0.60,0.60,0.60,0.60,1.20,0.00,0.00,1.20,1.20
"CAI",0,140,1.40,0.80,0.00,0.60,0.60,0.60,0.60,0.60,1.00,0.00,0.00,1.00,1.00
"CAI",0,145,1.20,0.50,0.00,0.40,0.40,0.40,0.40,0.40,1.00,0.00,0.00,1.00,1.00
"CAI",0,150,1.20,0.60,0.00,0.40,0.40,0.40,0.40,0.40,0.80,0.00,0.00,0.80,0.80
"CAI",0,155,0.80,0.60,0.00,0.40,0.40,0.40,0.40,0.40,0.80,0.00,0.00,0.80,0.80
"CAI",0,160,0.80,0.60,0.00,0.40,0.40,0.40,0.40,0.40,0.80,0.00,0.00,0.80,0.80
"CAI",0,165,0.80,0.60,0.00,0.40,0.40,0.40,0.40,0.40,0.60,0.00,0.00,0.60,0.60
"CAI",0,170,0.60,0.60,0.00,0.40,0.40,0.40,0.40,0.40,0.60,0.00,0.00,0.60,0.60
"CAI",0,175,0.60,0.60,0.00,0.40,0.40,0.40,0.40,0.40,0.60,0.00,0.00,0.60,0.60
"CAI",0,180,0.40,0.60,0.00,0.40,0.40,0.40,0.40,0.40,0.40,0.00,0.00,0.40,0.40
"CAI",0,185,0.40,0.60,0.00,0.40,0.40,0.40,0.40,0.40,0.40,0.00,0.00,0.40,0.40
"CAI",0,190,0.40,0.60,0.00,0.40,0.40,0.40,0.40,0.40,0.40,0.00,0.00,0.40,0.40
"CAI",0,195,0.40,0.60,0.00,0.40,0.40,0.40,0.40,0.40,0.40,0.00,0.00,0.40,0.40
"CAI",0,200,0.40,0.60,0.00,0.40,0.40,0.40,0.40,0.40,0.40,0.00,0.00,0.40,0.40
"CAI",0,205,0.40,0.60,0.00,0.40,0.40,0.40,0.40,0.40,0.40,0.00,0.00,0.40,0.40
"CAI",0,210,0.40,0.60,0.00,0.40,0.40,0.40,0.40,0.40,0.40,0.00,0.00,0.40,0.40
"CAI",0,215,0.40,0.60,0.00,0.40,0.40,0.40,0.40,0.40,0.40,0.00,0.00,0.40,0.40
"CAI",0,220,0.40,0.60,0.00,0.40,0.40,0.40,0.40,0.40,0.40,0.00,0.00,0.40,0.40
"CAI",0,225,0.40,0.60,0.00,0.40,0.40,0.40,0.40,0.40,0.40,0.00,0.00,0.40,0.40
"CAI",0,230,0.40,0.60,0.00,0.40,0.40,0.40,0.40,0.40,0.40,0.00,0.00,0.40,0.40
"CAI",0,235,0.40,0.60,0.00,0.40,0.40,0.40,0.40,0.40,0.40,0.00,0.00,0.40,0.40
"CAI",0,240,0.40,0.60,0.00,0.40,0.40,0.40,0.40,0.40,0.40,0.00,0.00,0.40,0.40
"CAI",0,245,0.40,0.60,0.00,0.40,0.40,0.40,0.40,0.40,0.40,0.00,0.00,0.40,0.40
"CAI",0,250,0.40,0.60,0.00,0.40,0.40,0.40,0.40,0.40,0.40,0.00,0.00,0.40,0.40
"CAI",1,5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"CAI",1,10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"CAI",1,15,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"CAI",1,20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"CAI",1,25,6.80,9.80,5.60,4.60,4.60,4.60,4.60,4.60,2.80,7.40,4.40,2.80,2.80
"CAI",1,30,7.80,10.40,5.00,4.60,4.60,4.60,4.60,4.60,3.00,8.00,5.20,3.00,3.00
"CAI",1,35,8.00,9.80,4.60,4.60,4.60,4.60,4.60,4.60,3.40,8.20,5.40,3.40,3.40
"CAI",1,40,8.00,8.00,4.20,4.60,4.60,4.60,4.60,4.60,3.60,8.00,5.20,3.60,3.60
"CAI",1,45,8.00,5.80,3.60,4.40,4.40,4.40,4.40,4.40,3.60,7.20,4.60,3.60,3.60
"CAI",1,50,7.40,4.80,2.80,4.00,4.00,4.00,4.00,4.00,3.60,6.80,4.00,3.60,3.60
"CAI",1,55,7.00,4.20,2.20,4.00,4.00,4.00,4.00,4.00,3.60,6.00,3.20,3.60,3.60
"CAI",1,60,6.40,3.60,1.80,3.80,3.80,3.80,3.80,3.80,3.40,5.20,2.80,3.40,3.40
"CAI",1,65,5.80,3.20,1.40,3.40,3.40,3.40,3.40,3.40,3.40,4.40,2.20,3.40,3.40
"CAI",1,70,4.80,2.80,1.00,3.20,3.20,3.20,3.20,3.20,3.40,3.60,1.80,3.40,3.40
"CAI",1,75,4.40,2.40,0.80,3.20,3.20,3.20,3.20,3.20,3.00,3.00,1.20,3.00,3.00
"CAI",1,80,3.80,2.00,0.60,2.60,2.60,2.60,2.60,2.60,3.00,2.40,0.80,3.00,3.00
"CAI",1,85,3.40,2.00,0.20,2.60,2.60,2.60,2.60,2.60,3.00,1.60,0.60,3.00,3.00
"CAI",1,90,3.20,1.60,0.20,2.20,2.20,2.20,2.20,2.20,2.80,1.20,0.20,2.80,2.80
"CAI",1,95,3.00,1.40,0.20,2.20,2.20,2.20,2.20,2.20,2.60,0.80,0.20,2.60,2.60
"CAI",1,100,2.80,1.20,0.00,2.00,2.00,2.00,2.00,2.00,2.40,0.60,0.20,2.40,2.40
"CAI",1,105,2.60,1.20,0.00,1.60,1.60,1.60,1.60,1.60,2.20,0.60,0.20,2.20,2.20
"CAI",1,110,2.40,1.00,0.00,1.60,1.60,1.60,1.60,1.60,2.00,0.60,0.20,2.00,2.00
"CAI",1,115,2.20,1.00,0.00,1.20,1.20,1.20,1.20,1.20,1.80,0.60,0.20,1.80,1.80
"CAI",1,120,2.20,1.00,0.00,1.20,1.20,1.20,1.20,1.20,1.80,0.60,0.20,1.80,1.80
"CAI",1,125,1.80,0.80,0.00,0.80,0.80,0.80,0.80,0.80,1.60,0.60,0.00,1.60,1.60
"CAI",1,130,1.80,0.80,0.00,0.60,0.60,0.60,0.60,0.60,1.40,0.40,0.00,1.40,1.40
"CAI",1,135,1.40,0.80,0.00,0.60,0.60,0.60,0.60,0.60,1.20,0.30,0.00,1.20,1.20
"CAI",1,140,1.40,0.80,0.00,0.40,0.40,0.40,0.40,0.40,1.00,0.20,0.00,1.00,1.00
"CAI",1,145,1.20,0.80,0.00,0.20,0.20,0.20,0.20,0.20,1.00,0.10,0.00,1.00,1.00
"CAI",1,150,1.20,0.60,0.00,0.20,0.20,0.20,0.20,0.20,0.80,0.00,0.00,0.80,0.80
"CAI",1,155,0.80,0.60,0.00,0.20,0.20,0.20,0.20,0.20,0.80,0.00,0.00,0.80,0.80
"CAI",1,160,0.80,0.60,0.00,0.20,0.20,0.20,0.20,0.20,0.80,0.00,0.00,0.80,0.80
"CAI",1,165,0.80,0.60,0.00,0.20,0.20,0.20,0.20,0.20,0.60,0.00,0.00,0.60,0.60
"CAI",1,170,0.60,0.60,0.00,0.20,0.20,0.20,0.20,0.20,0.60,0.00,0.00,0.60,0.60
"CAI",1,175,0.60,0.60,0.00,0.20,0.20,0.20,0.20,0.20,0.60,0.00,0.00,0.60,0.60
"CAI",1,180,0.40,0.60,0.00,0.20,0.20,0.20,0.20,0.20,0.40,0.00,0.00,0.40,0.40
"CAI",1,185,0.40,0.60,0.00,0.20,0.20,0.20,0.20,0.20,0.40,0.00,0.00,0.40,0.40
"CAI",1,190,0.40,0.60,0.00,0.20,0.20,0.20,0.20,0.20,0.40,0.00,0.00,0.40,0.40
"CAI",1,195,0.40,0.60,0.00,0.20,0.20,0.20,0.20,0.20,0.40,0.00,0.00,0.40,0.40
"CAI",1,200,0.40,0.60,0.00,0.20,0.20,0.20,0.20,0.20,0.40,0.00,0.00,0.40,0.40
"CAI",1,205,0.40,0.60,0.00,0.20,0.20,0.20,0.20,0.20,0.40,0.00,0.00,0.40,0.40
"CAI",1,210,0.40,0.60,0.00,0.20,0.20,0.20,0.20,0.20,0.40,0.00,0.00,0.40,0.40
"CAI",1,215,0.40,0.60,0.00,0.20,0.20,0.20,0.20,0.20,0.40,0.00,0.00,0.40,0.40
"CAI",1,220,0.40,0.60,0.00,0.20,0.20,0.20,0.20,0.20,0.40,0.00,0.00,0.40,0.40
"CAI",1,225,0.40,0.60,0.00,0.20,0.20,0.20,0.20,0.20,0.40,0.00,0.00,0.40,0.40
"CAI",1,230,0.40,0.60,0.00,0.20,0.20,0.20,0.20,0.20,0.40,0.00,0.00,0.40,0.40
"CAI",1,235,0.40,0.60,0.00,0.20,0.20,0.20,0.20,0.20,0.40,0.00,0.00,0.40,0.40
"CAI",1,240,0.40,0.60,0.00,0.20,0.20,0.20,0.20,0.20,0.40,0.00,0.00,0.40,0.40
"CAI",1,245,0.40,0.60,0.00,0.20,0.20,0.20,0.20,0.20,0.40,0.00,0.00,0.40,0.40
"CAI",1,250,0.40,0.60,0.00,0.20,0.20,0.20,0.20,0.20,0.40,0.00,0.00,0.40,0.40
"CAI",2,5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"CAI",2,10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"CAI",2,15,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"CAI",2,20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"CAI",2,25,4.40,6.60,5.00,2.20,2.20,2.20,2.20,2.20,2.40,5.60,3.80,2.40,2.40
"CAI",2,30,5.20,7.80,4.60,2.80,2.80,2.80,2.80,2.80,2.60,6.60,4.40,2.60,2.60
"CAI",2,35,5.60,7.80,4.20,3.00,3.00,3.00,3.00,3.00,3.00,7.00,4.80,3.00,3.00
"CAI",2,40,5.60,7.00,3.80,3.20,3.20,3.20,3.20,3.20,3.00,7.00,4.40,3.00,3.00
"CAI",2,45,6.00,5.60,3.20,3.40,3.40,3.40,3.40,3.40,3.20,6.60,3.60,3.20,3.20
"CAI",2,50,5.60,4.80,2.60,3.40,3.40,3.40,3.40,3.40,3.20,6.20,2.80,3.20,3.20
"CAI",2,55,5.20,4.00,2.00,3.20,3.20,3.20,3.20,3.20,3.00,5.40,2.40,3.00,3.00
"CAI",2,60,5.00,3.60,1.80,3.20,3.20,3.20,3.20,3.20,3.00,4.40,1.60,3.00,3.00
"CAI",2,65,4.40,3.00,1.60,3.20,3.20,3.20,3.20,3.20,2.80,3.80,1.40,2.80,2.80
"CAI",2,70,4.00,2.80,1.20,2.80,2.80,2.80,2.80,2.80,2.80,3.00,0.80,2.80,2.80
"CAI",2,75,3.80,2.20,1.20,2.80,2.80,2.80,2.80,2.80,2.60,2.60,0.60,2.60,2.60
"CAI",2,80,3.40,2.00,0.60,2.60,2.60,2.60,2.60,2.60,2.40,1.80,0.40,2.40,2.40
"CAI",2,85,3.20,1.80,0.60,2.40,2.40,2.40,2.40,2.40,2.20,1.40,0.20,2.20,2.20
"CAI",2,90,3.00,1.40,0.40,2.20,2.20,2.20,2.20,2.20,2.20,0.80,0.20,2.20,2.20
"CAI",2,95,2.80,1.40,0.20,2.00,2.00,2.00,2.00,2.00,2.00,0.60,0.20,2.00,2.00
"CAI",2,100,2.60,1.20,0.20,2.00,2.00,2.00,2.00,2.00,1.80,0.40,0.20,1.80,1.80
"CAI",2,105,2.20,1.00,0.20,1.60,1.60,1.60,1.60,1.60,1.60,0.40,0.20,1.60,1.60
"CAI",2,110,2.20,1.00,0.20,1.40,1.40,1.40,1.40,1.40,1.60,0.40,0.20,1.60,1.60
"CAI",2,115,2.00,0.80,0.20,1.40,1.40,1.40,1.40,1.40,1.20,0.40,0.20,1.20,1.20
"CAI",2,120,1.80,0.80,0.20,1.00,1.00,1.00,1.00,1.00,1.20,0.00,0.00,1.20,1.20
"CAI",2,125,1.60,0.80,0.20,0.80,0.80,0.80,0.80,0.80,1.20,0.00,0.00,1.20,1.20
"CAI",2,130,1.40,0.60,0.20,0.60,0.60,0.60,0.60,0.60,1.00,0.00,0.00,1.00,1.00
"CAI",2,135,1.20,0.60,0.20,0.60,0.60,0.60,0.60,0.60,0.80,0.00,0.00,0.80,0.80
"CAI",2,140,1.20,0.60,0.20,0.40,0.40,0.40,0.40,0.40,0.80,0.00,0.00,0.80,0.80
"CAI",2,145,1.00,0.60,0.20,0.20,0.20,0.20,0.20,0.20,0.60,0.00,0.00,0.60,0.60
"CAI",2,150,0.80,0.60,0.20,0.20,0.20,0.20,0.20,0.20,0.60,0.00,0.00,0.60,0.60
"CAI",2,155,0.80,0.60,0.20,0.20,0.20,0.20,0.20,0.20,0.60,0.00,0.00,0.60,0.60
"CAI",2,160,0.60,0.60,0.20,0.20,0.20,0.20,0.20,0.20,0.60,0.00,0.00,0.60,0.60
"CAI",2,165,0.60,0.60,0.20,0.20,0.20,0.20,0.20,0.20,0.40,0.00,0.00,0.40,0.40
"CAI",2,170,0.40,0.60,0.20,0.20,0.20,0.20,0.20,0.20,0.40,0.00,0.00,0.40,0.40
"CAI",2,175,0.40,0.60,0.20,0.20,0.20,0.20,0.20,0.20,0.40,0.00,0.00,0.40,0.40
"CAI",2,180,0.40,0.60,0.20,0.20,0.20,0.20,0.20,0.20,0.40,0.00,0.00,0.40,0.40
"CAI",2,185,0.20,0.60,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.00,0.00,0.20,0.20
"CAI",2,190,0.20,0.60,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.00,0.00,0.20,0.20
"CAI",2,195,0.20,0.60,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.00,0.00,0.20,0.20
"CAI",2,200,0.20,0.60,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.00,0.00,0.20,0.20
"CAI",2,205,0.20,0.60,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.00,0.00,0.20,0.20
"CAI",2,210,0.20,0.60,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.00,0.00,0.20,0.20
"CAI",2,215,0.20,0.60,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.00,0.00,0.20,0.20
"CAI",2,220,0.20,0.60,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.00,0.00,0.20,0.20
"CAI",2,225,0.20,0.60,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.00,0.00,0.20,0.20
"CAI",2,230,0.20,0.60,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.00,0.00,0.20,0.20
"CAI",2,235,0.20,0.60,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.00,0.00,0.20,0.20
"CAI",2,240,0.20,0.60,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.00,0.00,0.20,0.20
"CAI",2,245,0.20,0.60,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.00,0.00,0.20,0.20
"CAI",2,250,0.20,0.60,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.00,0.00,0.20,0.20
"CAI",3,5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"CAI",3,10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"CAI",3,15,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"CAI",3,20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"CAI",3,25,1.80,4.60,2.80,1.20,1.20,1.20,1.20,1.20,1.80,3.80,2.60,1.80,1.80
"CAI",3,30,2.20,5.20,3.80,1.80,1.80,1.80,1.80,1.80,2.20,4.40,4.00,2.20,2.20
"CAI",3,35,2.60,5.40,3.40,2.00,2.00,2.00,2.00,2.00,2.40,4.60,4.40,2.40,2.40
"CAI",3,40,2.80,5.40,3.20,2.40,2.40,2.40,2.40,2.40,2.40,5.20,4.20,2.40,2.40
"CAI",3,45,3.40,5.00,2.80,2.40,2.40,2.40,2.40,2.40,2.60,5.20,3.40,2.60,2.60
"CAI",3,50,3.60,4.40,2.40,2.60,2.60,2.60,2.60,2.60,2.60,5.00,2.40,2.60,2.60
"CAI",3,55,3.80,4.00,2.40,2.60,2.60,2.60,2.60,2.60,2.60,4.60,1.60,2.60,2.60
"CAI",3,60,4.00,3.40,2.00,2.40,2.40,2.40,2.40,2.40,2.40,3.80,1.20,2.40,2.40
"CAI",3,65,3.60,2.80,1.80,2.20,2.20,2.20,2.20,2.20,2.40,3.20,0.60,2.40,2.40
"CAI",3,70,3.60,2.60,1.60,2.20,2.20,2.20,2.20,2.20,2.40,2.40,0.60,2.40,2.40
"CAI",3,75,3.00,2.20,1.20,2.20,2.20,2.20,2.20,2.20,2.20,1.80,0.20,2.20,2.20
"CAI",3,80,3.00,1.80,1.00,2.00,2.00,2.00,2.00,2.00,2.00,1.20,0.20,2.00,2.00
"CAI",3,85,2.60,1.60,0.80,1.80,1.80,1.80,1.80,1.80,2.00,0.60,0.20,2.00,2.00
"CAI",3,90,2.40,1.20,0.60,1.80,1.80,1.80,1.80,1.80,1.80,0.40,0.20,1.80,1.80
"CAI",3,95,2.40,1.20,0.60,1.60,1.60,1.60,1.60,1.60,1.60,0.20,0.20,1.60,1.60
"CAI",3,100,2.00,1.00,0.20,1.20,1.20,1.20,1.20,1.20,1.60,0.20,0.20,1.60,1.60
"CAI",3,105,2.00,0.80,0.20,1.20,1.20,1.20,1.20,1.20,1.40,0.20,0.20,1.40,1.40
"CAI",3,110,1.60,0.80,0.20,1.00,1.00,1.00,1.00,1.00,1.20,0.20,0.20,1.20,1.20
"CAI",3,115,1.60,0.60,0.20,1.00,1.00,1.00,1.00,1.00,1.20,0.20,0.20,1.20,1.20
"CAI",3,120,1.40,0.60,0.20,0.80,0.80,0.80,0.80,0.80,1.00,0.20,0.20,1.00,1.00
"CAI",3,125,1.20,0.40,0.20,0.60,0.60,0.60,0.60,0.60,1.00,0.00,0.00,1.00,1.00
"CAI",3,130,1.00,0.40,0.20,0.40,0.40,0.40,0.40,0.40,1.00,0.00,0.00,1.00,1.00
"CAI",3,135,1.00,0.40,0.20,0.20,0.20,0.20,0.20,0.20,0.80,0.00,0.00,0.80,0.80
"CAI",3,140,0.60,0.40,0.20,0.20,0.20,0.20,0.20,0.20,0.80,0.00,0.00,0.80,0.80
"CAI",3,145,0.60,0.40,0.20,0.20,0.20,0.20,0.20,0.20,0.60,0.00,0.00,0.60,0.60
"CAI",3,150,0.40,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.60,0.00,0.00,0.60,0.60
"CAI",3,155,0.40,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.60,0.00,0.00,0.60,0.60
"CAI",3,160,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.60,0.00,0.00,0.60,0.60
"CAI",3,165,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.40,0.00,0.00,0.40,0.40
"CAI",3,170,0.10,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.40,0.00,0.00,0.40,0.40
"CAI",3,175,0.10,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.40,0.00,0.00,0.40,0.40
"CAI",3,180,0.10,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.40,0.00,0.00,0.40,0.40
"CAI",3,185,0.10,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.40,0.00,0.00,0.40,0.40
"CAI",3,190,0.00,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.00,0.00,0.20,0.20
"CAI",3,195,0.00,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.00,0.00,0.20,0.20
"CAI",3,200,0.00,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.00,0.00,0.20,0.20
"CAI",3,205,0.00,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.00,0.00,0.20,0.20
"CAI",3,210,0.00,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.00,0.00,0.20,0.20
"CAI",3,215,0.00,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.00,0.00,0.20,0.20
"CAI",3,220,0.00,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.00,0.00,0.20,0.20
"CAI",3,225,0.00,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.00,0.00,0.20,0.20
"CAI",3,230,0.00,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.00,0.00,0.20,0.20
"CAI",3,235,0.00,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.00,0.00,0.20,0.20
"CAI",3,240,0.00,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.00,0.00,0.20,0.20
"CAI",3,245,0.00,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.00,0.00,0.20,0.20
"CAI",3,250,0.00,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.00,0.00,0.20,0.20
"CAI",4,5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"CAI",4,10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
