METRIC,SC,AC_5,Pw,Pr,Pj,Sb,Sw,Bf,Ce,La,He,Po,Bw,Mh,OH
DBH,0,65,23.64,20.68,19.7,12.2,12.2,11.59,11.59,11.59,23.64,25.2,19.1,19.1,19.1
DBH,0,70,24.6,21.52,20.5,12.8,12.8,12.16,12.16,12.16,24.6,26.7,20.2,20.2,20.2
DBH,0,75,25.56,22.36,21.3,13.4,13.4,12.73,12.73,12.73,25.56,27.9,21.3,21.3,21.3
DBH,0,80,26.28,23,21.9,14,14,13.3,13.3,13.3,26.28,29.2,22.2,22.2,22.2
DBH,0,85,26.88,23.52,22.4,14.5,14.5,13.77,13.77,13.77,26.88,30.2,23.2,23.2,23.2
DBH,0,90,27.36,23.94,22.8,15,15,14.25,14.25,14.25,27.36,31.2,24.1,24.1,24.1
DBH,0,95,27.6,24.15,23,15.5,15.5,14.73,14.73,14.73,27.6,32,24.1,24.1,24.1
DBH,0,100,27.72,24.25,23.1,16,16,15.2,15.2,15.2,27.72,32.5,24.1,24.1,24.1
DBH,0,105,27.72,24.25,23.1,16.4,16.4,15.58,15.58,15.58,27.72,32.5,24.1,24.1,24.1
DBH,0,110,27.72,24.25,23.1,16.8,16.8,15.96,15.96,15.96,27.72,32.5,24.1,24.1,24.1
DBH,0,115,27.72,24.25,23.1,17.2,17.2,16.34,16.34,16.34,27.72,32.5,24.1,24.1,24.1
DBH,0,120,27.72,24.25,23.1,17.6,17.6,16.72,16.72,16.72,27.72,32.5,24.1,24.1,24.1
DBH,0,125,27.72,24.25,23.1,17.9,17.9,17,17,17,27.72,32.5,24.1,24.1,24.1
DBH,0,130,27.72,24.25,23.1,18.3,18.3,17.39,17.39,17.39,27.72,32.5,24.1,24.1,24.1
DBH,0,135,27.72,24.25,23.1,18.5,18.5,17.58,17.58,17.58,27.72,32.5,24.1,24.1,24.1
DBH,0,140,27.72,24.25,23.1,18.7,18.7,17.76,17.76,17.76,27.72,32.5,24.1,24.1,24.1
DBH,0,145,27.72,24.25,23.1,19,19,18.05,18.05,18.05,27.72,32.5,24.1,24.1,24.1
DBH,0,150,27.72,24.25,23.1,19.3,19.3,18.33,18.33,18.33,27.72,32.5,24.1,24.1,24.1
DBH,0,155,27.72,24.25,23.1,19.3,19.3,18.33,18.33,18.33,27.72,32.5,24.1,24.1,24.1
DBH,0,160,27.72,24.25,23.1,19.3,19.3,18.33,18.33,18.33,27.72,32.5,24.1,24.1,24.1
DBH,0,165,27.72,24.25,23.1,19.3,19.3,18.33,18.33,18.33,27.72,32.5,24.1,24.1,24.1
DBH,0,170,27.72,24.25,23.1,19.3,19.3,18.33,18.33,18.33,27.72,32.5,24.1,24.1,24.1
DBH,0,175,27.72,24.25,23.1,19.3,19.3,18.33,18.33,18.33,27.72,32.5,24.1,24.1,24.1
DBH,0,180,27.72,24.25,23.1,19.3,19.3,18.33,18.33,18.33,27.72,32.5,24.1,24.1,24.1
DBH,0,185,27.72,24.25,23.1,19.3,19.3,18.33,18.33,18.33,27.72,32.5,24.1,24.1,24.1
DBH,0,190,27.72,24.25,23.1,19.3,19.3,18.33,18.33,18.33,27.72,32.5,24.1,24.1,24.1
DBH,0,195,27.72,24.25,23.1,19.3,19.3,18.33,18.33,18.33,27.72,32.5,24.1,24.1,24.1
DBH,0,200,27.72,24.25,23.1,19.3,19.3,18.33,18.33,18.33,27.72,32.5,24.1,24.1,24.1
DBH,0,205,27.72,24.25,23.1,19.3,19.3,18.33,18.33,18.33,27.72,32.5,24.1,24.1,24.1
DBH,0,210,27.72,24.25,23.1,19.3,19.3,18.33,18.33,18.33,27.72,32.5,24.1,24.1,24.1
DBH,0,215,27.72,24.25,23.1,19.3,19.3,18.33,18.33,18.33,27.72,32.5,24.1,24.1,24.1
DBH,0,220,27.72,24.25,23.1,19.3,19.3,18.33,18.33,18.33,27.72,32.5,24.1,24.1,24.1
DBH,0,225,27.72,24.25,23.1,19.3,19.3,18.33,18.33,18.33,27.72,32.5,24.1,24.1,24.1
DBH,0,230,27.72,24.25,23.1,19.3,19.3,18.33,18.33,18.33,27.72,32.5,24.1,24.1,24.1
DBH,0,235,27.72,24.25,23.1,19.3,19.3,18.33,18.33,18.33,27.72,32.5,24.1,24.1,24.1
DBH,0,240,27.72,24.25,23.1,19.3,19.3,18.33,18.33,18.33,27.72,32.5,24.1,24.1,24.1
DBH,0,245,27.72,24.25,23.1,19.3,19.3,18.33,18.33,18.33,27.72,32.5,24.1,24.1,24.1
DBH,0,250,27.72,24.25,23.1,19.3,19.3,18.33,18.33,18.33,27.72,32.5,24.1,24.1,24.1
DBH,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0
DBH,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0
DBH,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0
DBH,1,20,7.92,6.93,6.6,3.6,3.6,3.42,3.42,3.42,7.92,8.9,4.8,4.8,4.8
DBH,1,25,10.92,9.56,9.1,4.8,4.8,4.56,4.56,4.56,10.92,10.7,6.7,6.7,6.7
DBH,1,30,13.08,11.44,10.9,5.9,5.9,5.61,5.61,5.61,13.08,12.7,8.7,8.7,8.7
DBH,1,35,15.24,13.34,12.7,7.1,7.1,6.74,6.74,6.74,15.24,14.5,10.6,10.6,10.6
DBH,1,40,17.04,14.91,14.2,8.1,8.1,7.7,7.7,7.7,17.04,16.5,12.4,12.4,12.4
DBH,1,45,18.6,16.27,15.5,9.2,9.2,8.74,8.74,8.74,18.6,18.3,14,14,14
DBH,1,50,20.16,17.64,16.8,10,10,9.5,9.5,9.5,20.16,20.1,15.4,15.4,15.4
DBH,1,55,21.36,18.69,17.8,10.9,10.9,10.35,10.35,10.35,21.36,21.8,16.7,16.7,16.7
DBH,1,60,22.56,19.74,18.8,11.6,11.6,11.02,11.02,11.02,22.56,23.6,17.9,17.9,17.9
DBH,1,65,23.64,20.68,19.7,12.2,12.2,11.59,11.59,11.59,23.64,25.2,19.1,19.1,19.1
DBH,1,70,24.6,21.52,20.5,12.8,12.8,12.16,12.16,12.16,24.6,26.7,20.2,20.2,20.2
DBH,1,75,25.56,22.36,21.3,13.4,13.4,12.73,12.73,12.73,25.56,27.9,21.3,21.3,21.3
DBH,1,80,26.28,23,21.9,14,14,13.3,13.3,13.3,26.28,29.2,22.2,22.2,22.2
DBH,1,85,26.88,23.52,22.4,14.5,14.5,13.77,13.77,13.77,26.88,30.2,23.2,23.2,23.2
DBH,1,90,27.36,23.94,22.8,15,15,14.25,14.25,14.25,27.36,31.2,24.1,24.1,24.1
DBH,1,95,27.6,24.15,23,15.5,15.5,14.73,14.73,14.73,27.6,32,24.1,24.1,24.1
DBH,1,100,27.72,24.25,23.1,16,16,15.2,15.2,15.2,27.72,32.5,24.1,24.1,24.1
DBH,1,105,27.72,24.25,23.1,16.4,16.4,15.58,15.58,15.58,27.72,32.5,24.1,24.1,24.1
DBH,1,110,27.72,24.25,23.1,16.8,16.8,15.96,15.96,15.96,27.72,32.5,24.1,24.1,24.1
DBH,1,115,27.72,24.25,23.1,17.2,17.2,16.34,16.34,16.34,27.72,32.5,24.1,24.1,24.1
DBH,1,120,27.72,24.25,23.1,17.6,17.6,16.72,16.72,16.72,27.72,32.5,24.1,24.1,24.1
DBH,1,125,27.72,24.25,23.1,17.9,17.9,17,17,17,27.72,32.5,24.1,24.1,24.1
DBH,1,130,27.72,24.25,23.1,18.3,18.3,17.39,17.39,17.39,27.72,32.5,24.1,24.1,24.1
DBH,1,135,27.72,24.25,23.1,18.5,18.5,17.58,17.58,17.58,27.72,32.5,24.1,24.1,24.1
DBH,1,140,27.72,24.25,23.1,18.7,18.7,17.76,17.76,17.76,27.72,32.5,24.1,24.1,24.1
DBH,1,145,27.72,24.25,23.1,19,19,18.05,18.05,18.05,27.72,32.5,24.1,24.1,24.1
DBH,1,150,27.72,24.25,23.1,19.3,19.3,18.33,18.33,18.33,27.72,32.5,24.1,24.1,24.1
DBH,1,155,27.72,24.25,23.1,19.3,19.3,18.33,18.33,18.33,27.72,32.5,24.1,24.1,24.1
DBH,1,160,27.72,24.25,23.1,19.3,19.3,18.33,18.33,18.33,27.72,32.5,24.1,24.1,24.1
DBH,1,165,27.72,24.25,23.1,19.3,19.3,18.33,18.33,18.33,27.72,32.5,24.1,24.1,24.1
DBH,1,170,27.72,24.25,23.1,19.3,19.3,18.33,18.33,18.33,27.72,32.5,24.1,24.1,24.1
DBH,1,175,27.72,24.25,23.1,19.3,19.3,18.33,18.33,18.33,27.72,32.5,24.1,24.1,24.1
DBH,1,180,27.72,24.25,23.1,19.3,19.3,18.33,18.33,18.33,27.72,32.5,24.1,24.1,24.1
DBH,1,185,27.72,24.25,23.1,19.3,19.3,18.33,18.33,18.33,27.72,32.5,24.1,24.1,24.1
DBH,1,190,27.72,24.25,23.1,19.3,19.3,18.33,18.33,18.33,27.72,32.5,24.1,24.1,24.1
DBH,1,195,27.72,24.25,23.1,19.3,19.3,18.33,18.33,18.33,27.72,32.5,24.1,24.1,24.1
DBH,1,200,27.72,24.25,23.1,19.3,19.3,18.33,18.33,18.33,27.72,32.5,24.1,24.1,24.1
DBH,1,205,27.72,24.25,23.1,19.3,19.3,18.33,18.33,18.33,27.72,32.5,24.1,24.1,24.1
DBH,1,210,27.72,24.25,23.1,19.3,19.3,18.33,18.33,18.33,27.72,32.5,24.1,24.1,24.1
DBH,1,215,27.72,24.25,23.1,19.3,19.3,18.33,18.33,18.33,27.72,32.5,24.1,24.1,24.1
DBH,1,220,27.72,24.25,23.1,19.3,19.3,18.33,18.33,18.33,27.72,32.5,24.1,24.1,24.1
DBH,1,225,27.72,24.25,23.1,19.3,19.3,18.33,18.33,18.33,27.72,32.5,24.1,24.1,24.1
DBH,1,230,27.72,24.25,23.1,19.3,19.3,18.33,18.33,18.33,27.72,32.5,24.1,24.1,24.1
DBH,1,235,27.72,24.25,23.1,19.3,19.3,18.33,18.33,18.33,27.72,32.5,24.1,24.1,24.1
DBH,1,240,27.72,24.25,23.1,19.3,19.3,18.33,18.33,18.33,27.72,32.5,24.1,24.1,24.1
DBH,1,245,27.72,24.25,23.1,19.3,19.3,18.33,18.33,18.33,27.72,32.5,24.1,24.1,24.1
DBH,1,250,27.72,24.25,23.1,19.3,19.3,18.33,18.33,18.33,27.72,32.5,24.1,24.1,24.1
DBH,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0
DBH,2,10,0,0,0,0,0,0,0,0,0,0,0,0,0
DBH,2,15,0,0,0,0,0,0,0,0,0,0,0,0,0
DBH,2,20,5.52,4.83,4.6,2.7,2.7,2.57,2.57,2.57,5.52,7.9,3.6,3.6,3.6
DBH,2,25,8.16,7.14,6.8,3.6,3.6,3.42,3.42,3.42,8.16,9.4,5.2,5.2,5.2
DBH,2,30,10.2,8.93,8.5,4.4,4.4,4.18,4.18,4.18,10.2,11,6.8,6.8,6.8
DBH,2,35,12.12,10.6,10.1,5.3,5.3,5.03,5.03,5.03,12.12,12.5,8.4,8.4,8.4
DBH,2,40,13.92,12.18,11.6,6.1,6.1,5.8,5.8,5.8,13.92,14,9.9,9.9,9.9
DBH,2,45,15.36,13.44,12.8,6.9,6.9,6.55,6.55,6.55,15.36,15.5,11.2,11.2,11.2
DBH,2,50,16.68,14.6,13.9,7.6,7.6,7.22,7.22,7.22,16.68,16.8,12.4,12.4,12.4
DBH,2,55,17.88,15.65,14.9,8.3,8.3,7.89,7.89,7.89,17.88,18.3,13.4,13.4,13.4
DBH,2,60,18.96,16.59,15.8,8.9,8.9,8.45,8.45,8.45,18.96,19.8,14.2,14.2,14.2
DBH,2,65,19.92,17.43,16.6,9.6,9.6,9.12,9.12,9.12,19.92,21.1,14.9,14.9,14.9
DBH,2,70,20.88,18.27,17.4,10.1,10.1,9.6,9.6,9.6,20.88,22.4,15.4,15.4,15.4
DBH,2,75,21.6,18.9,18,10.6,10.6,10.07,10.07,10.07,21.6,23.6,15.8,15.8,15.8
DBH,2,80,22.2,19.42,18.5,11,11,10.45,10.45,10.45,22.2,24.9,16.2,16.2,16.2
DBH,2,85,22.68,19.84,18.9,11.4,11.4,10.83,10.83,10.83,22.68,25.9,16.5,16.5,16.5
DBH,2,90,23.04,20.16,19.2,11.9,11.9,11.31,11.31,11.31,23.04,26.7,16.7,16.7,16.7
DBH,2,95,23.4,20.48,19.5,12.2,12.2,11.59,11.59,11.59,23.4,27.4,16.7,16.7,16.7
DBH,2,100,23.64,20.68,19.7,12.7,12.7,12.06,12.06,12.06,23.64,28,16.7,16.7,16.7
DBH,2,105,23.64,20.68,19.7,13,13,12.35,12.35,12.35,23.64,28,16.7,16.7,16.7
DBH,2,110,23.64,20.68,19.7,13.3,13.3,12.64,12.64,12.64,23.64,28,16.7,16.7,16.7
DBH,2,115,23.64,20.68,19.7,13.7,13.7,13.02,13.02,13.02,23.64,28,16.7,16.7,16.7
DBH,2,120,23.64,20.68,19.7,14,14,13.3,13.3,13.3,23.64,28,16.7,16.7,16.7
DBH,2,125,23.64,20.68,19.7,14.2,14.2,13.49,13.49,13.49,23.64,28,16.7,16.7,16.7
DBH,2,130,23.64,20.68,19.7,14.5,14.5,13.77,13.77,13.77,23.64,28,16.7,16.7,16.7
DBH,2,135,23.64,20.68,19.7,14.7,14.7,13.97,13.97,13.97,23.64,28,16.7,16.7,16.7
DBH,2,140,23.64,20.68,19.7,14.9,14.9,14.15,14.15,14.15,23.64,28,16.7,16.7,16.7
DBH,2,145,23.64,20.68,19.7,15.1,15.1,14.35,14.35,14.35,23.64,28,16.7,16.7,16.7
DBH,2,150,23.64,20.68,19.7,15.3,15.3,14.53,14.53,14.53,23.64,28,16.7,16.7,16.7
DBH,2,155,23.64,20.68,19.7,15.3,15.3,14.53,14.53,14.53,23.64,28,16.7,16.7,16.7
DBH,2,160,23.64,20.68,19.7,15.3,15.3,14.53,14.53,14.53,23.64,28,16.7,16.7,16.7
DBH,2,165,23.64,20.68,19.7,15.3,15.3,14.53,14.53,14.53,23.64,28,16.7,16.7,16.7
DBH,2,170,23.64,20.68,19.7,15.3,15.3,14.53,14.53,14.53,23.64,28,16.7,16.7,16.7
DBH,2,175,23.64,20.68,19.7,15.3,15.3,14.53,14.53,14.53,23.64,28,16.7,16.7,16.7
DBH,2,180,23.64,20.68,19.7,15.3,15.3,14.53,14.53,14.53,23.64,28,16.7,16.7,16.7
DBH,2,185,23.64,20.68,19.7,15.3,15.3,14.53,14.53,14.53,23.64,28,16.7,16.7,16.7
DBH,2,190,23.64,20.68,19.7,15.3,15.3,14.53,14.53,14.53,23.64,28,16.7,16.7,16.7
DBH,2,195,23.64,20.68,19.7,15.3,15.3,14.53,14.53,14.53,23.64,28,16.7,16.7,16.7
DBH,2,200,23.64,20.68,19.7,15.3,15.3,14.53,14.53,14.53,23.64,28,16.7,16.7,16.7
DBH,2,205,23.64,20.68,19.7,15.3,15.3,14.53,14.53,14.53,23.64,28,16.7,16.7,16.7
DBH,2,210,23.64,20.68,19.7,15.3,15.3,14.53,14.53,14.53,23.64,28,16.7,16.7,16.7
DBH,2,215,23.64,20.68,19.7,15.3,15.3,14.53,14.53,14.53,23.64,28,16.7,16.7,16.7
DBH,2,220,23.64,20.68,19.7,15.3,15.3,14.53,14.53,14.53,23.64,28,16.7,16.7,16.7
DBH,2,225,23.64,20.68,19.7,15.3,15.3,14.53,14.53,14.53,23.64,28,16.7,16.7,16.7
DBH,2,230,23.64,20.68,19.7,15.3,15.3,14.53,14.53,14.53,23.64,28,16.7,16.7,16.7
DBH,2,235,23.64,20.68,19.7,15.3,15.3,14.53,14.53,14.53,23.64,28,16.7,16.7,16.7
DBH,2,240,23.64,20.68,19.7,15.3,15.3,14.53,14.53,14.53,23.64,28,16.7,16.7,16.7
DBH,2,245,23.64,20.68,19.7,15.3,15.3,14.53,14.53,14.53,23.64,28,16.7,16.7,16.7
DBH,2,250,23.64,20.68,19.7,15.3,15.3,14.53,14.53,14.53,23.64,28,16.7,16.7,16.7
DBH,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0
DBH,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0
DBH,3,15,0,0,0,0,0,0,0,0,0,0,0,0,0
DBH,3,20,0,0,0,0,0,0,0,0,0,5.6,2.8,2.8,2.8
DBH,3,25,5.76,5.04,4.8,0,0,0,0,0,5.76,7.1,4.3,4.3,4.3
DBH,3,30,7.32,6.41,6.1,2.2,2.2,2.09,2.09,2.09,7.32,8.4,5.8,5.8,5.8
DBH,3,35,9.12,7.98,7.6,3.2,3.2,3.04,3.04,3.04,9.12,9.7,7.1,7.1,7.1
DBH,3,40,10.68,9.35,8.9,4.1,4.1,3.89,3.89,3.89,10.68,11,8.6,8.6,8.6
DBH,3,45,12.24,10.71,10.2,4.8,4.8,4.56,4.56,4.56,12.24,12.2,9.7,9.7,9.7
DBH,3,50,13.44,11.76,11.2,5.6,5.6,5.32,5.32,5.32,13.44,13.5,10.9,10.9,10.9
DBH,3,55,14.64,12.81,12.2,6.4,6.4,6.08,6.08,6.08,14.64,14.7,11.7,11.7,11.7
DBH,3,60,15.6,13.65,13,6.9,6.9,6.55,6.55,6.55,15.6,16,12.4,12.4,12.4
DBH,3,65,16.44,14.39,13.7,7.4,7.4,7.03,7.03,7.03,16.44,17,12.9,12.9,12.9
DBH,3,70,17.16,15.02,14.3,7.9,7.9,7.51,7.51,7.51,17.16,18.3,13.2,13.2,13.2
DBH,3,75,17.64,15.44,14.7,8.4,8.4,7.98,7.98,7.98,17.64,19.3,13.5,13.5,13.5
DBH,3,80,18.24,15.96,15.2,8.9,8.9,8.45,8.45,8.45,18.24,20.1,13.7,13.7,13.7
DBH,3,85,18.6,16.27,15.5,9.4,9.4,8.93,8.93,8.93,18.6,20.8,13.8,13.8,13.8
DBH,3,90,18.84,16.49,15.7,9.7,9.7,9.22,9.22,9.22,18.84,21.6,14,14,14
DBH,3,95,19.2,16.8,16,10.2,10.2,9.69,9.69,9.69,19.2,22.1,14,14,14
DBH,3,100,19.44,17.01,16.2,10.4,10.4,9.88,9.88,9.88,19.44,22.4,14,14,14
DBH,3,105,19.44,17.01,16.2,10.7,10.7,10.16,10.16,10.16,19.44,22.4,14,14,14
DBH,3,110,19.44,17.01,16.2,10.9,10.9,10.35,10.35,10.35,19.44,22.4,14,14,14
DBH,3,115,19.44,17.01,16.2,11.2,11.2,10.64,10.64,10.64,19.44,22.4,14,14,14
DBH,3,120,19.44,17.01,16.2,11.4,11.4,10.83,10.83,10.83,19.44,22.4,14,14,14
DBH,3,125,19.44,17.01,16.2,11.7,11.7,11.11,11.11,11.11,19.44,22.4,14,14,14
DBH,3,130,19.44,17.01,16.2,11.9,11.9,11.31,11.31,11.31,19.44,22.4,14,14,14
DBH,3,135,19.44,17.01,16.2,12.2,12.2,11.59,11.59,11.59,19.44,22.4,14,14,14
DBH,3,140,19.44,17.01,16.2,12.4,12.4,11.78,11.78,11.78,19.44,22.4,14,14,14
DBH,3,145,19.44,17.01,16.2,12.5,12.5,11.88,11.88,11.88,19.44,22.4,14,14,14
DBH,3,150,19.44,17.01,16.2,12.7,12.7,12.06,12.06,12.06,19.44,22.4,14,14,14
DBH,3,155,19.44,17.01,16.2,12.7,12.7,12.06,12.06,12.06,19.44,22.4,14,14,14
DBH,3,160,19.44,17.01,16.2,12.7,12.7,12.06,12.06,12.06,19.44,22.4,14,14,14
DBH,3,165,19.44,17.01,16.2,12.7,12.7,12.06,12.06,12.06,19.44,22.4,14,14,14
DBH,3,170,19.44,17.01,16.2,12.7,12.7,12.06,12.06,12.06,19.44,22.4,14,14,14
DBH,3,175,19.44,17.01,16.2,12.7,12.7,12.06,12.06,12.06,19.44,22.4,14,14,14
DBH,3,180,19.44,17.01,16.2,12.7,12.7,12.06,12.06,12.06,19.44,22.4,14,14,14
DBH,3,185,19.44,17.01,16.2,12.7,12.7,12.06,12.06,12.06,19.44,22.4,14,14,14
DBH,3,190,19.44,17.01,16.2,12.7,12.7,12.06,12.06,12.06,19.44,22.4,14,14,14
DBH,3,195,19.44,17.01,16.2,12.7,12.7,12.06,12.06,12.06,19.44,22.4,14,14,14
DBH,3,200,19.44,17.01,16.2,12.7,12.7,12.06,12.06,12.06,19.44,22.4,14,14,14
DBH,3,205,19.44,17.01,16.2,12.7,12.7,12.06,12.06,12.06,19.44,22.4,14,14,14
DBH,3,210,19.44,17.01,16.2,12.7,12.7,12.06,12.06,12.06,19.44,22.4,14,14,14
DBH,3,215,19.44,17.01,16.2,12.7,12.7,12.06,12.06,12.06,19.44,22.4,14,14,14
DBH,3,220,19.44,17.01,16.2,12.7,12.7,12.06,12.06,12.06,19.44,22.4,14,14,14
DBH,3,225,19.44,17.01,16.2,12.7,12.7,12.06,12.06,12.06,19.44,22.4,14,14,14
DBH,3,230,19.44,17.01,16.2,12.7,12.7,12.06,12.06,12.06,19.44,22.4,14,14,14
DBH,3,235,19.44,17.01,16.2,12.7,12.7,12.06,12.06,12.06,19.44,22.4,14,14,14
DBH,3,240,19.44,17.01,16.2,12.7,12.7,12.06,12.06,12.06,19.44,22.4,14,14,14
DBH,3,245,19.44,17.01,16.2,12.7,12.7,12.06,12.06,12.06,19.44,22.4,14,14,14
DBH,3,250,19.44,17.01,16.2,12.7,12.7,12.06,12.06,12.06,19.44,22.4,14,14,14
DBH,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0
DBH,4,10,0,0,0,0,0,0,0,0,0,0,0,0,0
DBH,4,15,0,0,0,0,0,0,0,0,0,0,0,0,0
DBH,4,20,0,0,0,0,0,0,0,0,0,5.6,2.8,2.8,2.8
DBH,4,25,5.76,5.04,4.8,0,0,0,0,0,5.76,7.1,4.3,4.3,4.3
DBH,4,30,7.32,6.41,6.1,2.2,2.2,2.09,2.09,2.09,7.32,8.4,5.8,5.8,5.8
DBH,4,35,9.12,7.98,7.6,3.2,3.2,3.04,3.04,3.04,9.12,9.7,7.1,7.1,7.1
DBH,4,40,10.68,9.35,8.9,4.1,4.1,3.89,3.89,3.89,10.68,11,8.6,8.6,8.6
DBH,4,45,12.24,10.71,10.2,4.8,4.8,4.56,4.56,4.56,12.24,12.2,9.7,9.7,9.7
DBH,4,50,13.44,11.76,11.2,5.6,5.6,5.32,5.32,5.32,13.44,13.5,10.9,10.9,10.9
DBH,4,55,14.64,12.81,12.2,6.4,6.4,6.08,6.08,6.08,14.64,14.7,11.7,11.7,11.7
DBH,4,60,15.6,13.65,13,6.9,6.9,6.55,6.55,6.55,15.6,16,12.4,12.4,12.4
DBH,4,65,16.44,14.39,13.7,7.4,7.4,7.03,7.03,7.03,16.44,17,12.9,12.9,12.9
DBH,4,70,17.16,15.02,14.3,7.9,7.9,7.51,7.51,7.51,17.16,18.3,13.2,13.2,13.2
DBH,4,75,17.64,15.44,14.7,8.4,8.4,7.98,7.98,7.98,17.64,19.3,13.5,13.5,13.5
DBH,4,80,18.24,15.96,15.2,8.9,8.9,8.45,8.45,8.45,18.24,20.1,13.7,13.7,13.7
DBH,4,85,18.6,16.27,15.5,9.4,9.4,8.93,8.93,8.93,18.6,20.8,13.8,13.8,13.8
DBH,4,90,18.84,16.49,15.7,9.7,9.7,9.22,9.22,9.22,18.84,21.6,14,14,14
DBH,4,95,19.2,16.8,16,10.2,10.2,9.69,9.69,9.69,19.2,22.1,14,14,14
DBH,4,100,19.44,17.01,16.2,10.4,10.4,9.88,9.88,9.88,19.44,22.4,14,14,14
DBH,4,105,19.44,17.01,16.2,10.7,10.7,10.16,10.16,10.16,19.44,22.4,14,14,14
DBH,4,110,19.44,17.01,16.2,10.9,10.9,10.35,10.35,10.35,19.44,22.4,14,14,14
DBH,4,115,19.44,17.01,16.2,11.2,11.2,10.64,10.64,10.64,19.44,22.4,14,14,14
DBH,4,120,19.44,17.01,16.2,11.4,11.4,10.83,10.83,10.83,19.44,22.4,14,14,14
DBH,4,125,19.44,17.01,16.2,11.7,11.7,11.11,11.11,11.11,19.44,22.4,14,14,14
DBH,4,130,19.44,17.01,16.2,11.9,11.9,11.31,11.31,11.31,19.44,22.4,14,14,14
DBH,4,135,19.44,17.01,16.2,12.2,12.2,11.59,11.59,11.59,19.44,22.4,14,14,14
DBH,4,140,19.44,17.01,16.2,12.4,12.4,11.78,11.78,11.78,19.44,22.4,14,14,14
DBH,4,145,19.44,17.01,16.2,12.5,12.5,11.88,11.88,11.88,19.44,22.4,14,14,14
DBH,4,150,19.44,17.01,16.2,12.7,12.7,12.06,12.06,12.06,19.44,22.4,14,14,14
DBH,4,155,19.44,17.01,16.2,12.7,12.7,12.06,12.06,12.06,19.44,22.4,14,14,14
DBH,4,160,19.44,17.01,16.2,12.7,12.7,12.06,12.06,12.06,19.44,22.4,14,14,14
DBH,4,165,19.44,17.01,16.2,12.7,12.7,12.06,12.06,12.06,19.44,22.4,14,14,14
DBH,4,170,19.44,17.01,16.2,12.7,12.7,12.06,12.06,12.06,19.44,22.4,14,14,14
DBH,4,175,19.44,17.01,16.2,12.7,12.7,12.06,12.06,12.06,19.44,22.4,14,14,14
DBH,4,180,19.44,17.01,16.2,12.7,12.7,12.06,12.06,12.06,19.44,22.4,14,14,14
DBH,4,185,19.44,17.01,16.2,12.7,12.7,12.06,12.06,12.06,19.44,22.4,14,14,14
DBH,4,190,19.44,17.01,16.2,12.7,12.7,12.06,12.06,12.06,19.44,22.4,14,14,14
DBH,4,195,19.44,17.01,16.2,12.7,12.7,12.06,12.06,12.06,19.44,22.4,14,14,14
DBH,4,200,19.44,17.01,16.2,12.7,12.7,12.06,12.06,12.06,19.44,22.4,14,14,14
DBH,4,205,19.44,17.01,16.2,12.7,12.7,12.06,12.06,12.06,19.44,22.4,14,14,14
DBH,4,210,19.44,17.01,16.2,12.7,12.7,12.06,12.06,12.06,19.44,22.4,14,14,14
DBH,4,215,19.44,17.01,16.2,12.7,12.7,12.06,12.06,12.06,19.44,22.4,14,14,14
DBH,4,220,19.44,17.01,16.2,12.7,12.7,12.06,12.06,12.06,19.44,22.4,14,14,14
DBH,4,225,19.44,17.01,16.2,12.7,12.7,12.06,12.06,12.06,19.44,22.4,14,14,14
DBH,4,230,19.44,17.01,16.2,12.7,12.7,12.06,12.06,12.06,19.44,22.4,14,14,14
DBH,4,235,19.44,17.01,16.2,12.7,12.7,12.06,12.06,12.06,19.44,22.4,14,14,14
DBH,4,240,19.44,17.01,16.2,12.7,12.7,12.06,12.06,12.06,19.44,22.4,14,14,14
DBH,4,245,19.44,17.01,16.2,12.7,12.7,12.06,12.06,12.06,19.44,22.4,14,14,14
DBH,4,250,19.44,17.01,16.2,12.7,12.7,12.06,12.06,12.06,19.44,22.4,14,14,14
GTV,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
GTV,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0
GTV,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0
GTV,0,20,74,109,103,42,42,42,42,42,37,87,46,37,37
GTV,0,25,108,158,131,87,87,87,87,87,51,124,68,51,51
GTV,0,30,147,210,156,130,130,130,130,130,66,164,94,66,66
GTV,0,35,187,259,179,170,170,170,170,170,83,205,121,83,83
GTV,0,40,227,299,200,207,207,207,207,207,101,245,147,101,101
GTV,0,45,267,328,218,241,241,241,241,241,119,281,170,119,119
GTV,0,50,304,352,232,271,271,271,271,271,137,315,190,137,137
GTV,0,55,339,373,243,297,297,297,297,297,155,345,206,155,155
GTV,0,60,371,391,252,320,320,320,320,320,172,371,220,172,172
GTV,0,65,400,407,259,340,340,340,340,340,189,393,231,189,189
GTV,0,70,424,421,264,358,358,358,358,358,206,411,240,206,206
GTV,0,75,446,433,268,373,373,373,373,373,221,426,246,221,221
GTV,0,80,465,443,271,387,387,387,387,387,236,438,250,236,236
GTV,0,85,482,453,272,399,399,399,399,399,251,446,253,251,251
